Date;Description;Distance (km);Time;Time (seconds);Speed (km/h);Best 250m (km/h);Best 500m (km/h);Best 1000m (km/h);Best 5km (km/h);Best 10km (km/h);Best 20km (km/h);Best 50km (km/h);Best 100km (km/h);Best 30 min (km/h);Best 1 h (km/h);Best 2 h (km/h);Best 3 h (km/h);Best 4 h (km/h);Best 5 h (km/h);Max gradient for 250 m (%);Max gradient for 500 m (%);Max gradient for 1000 m (%);Max gradient for 5 km (%);Max gradient for 10 km (%);Max gradient for 20 km (%)
jeu. 04 juillet 2019 - 07:57;Sortie à vélo matinale;5,54;14m 36s;876;22,78;34,62;31,58;28,13;24,42;;;;;;;;;;;4,20;2,64;1,22;;;
mer. 03 juillet 2019 - 17:41;Sortie à vélo l'après-midi;13,82;49m 12s;2952;16,85;39,13;36,73;31,86;24,00;15,51;;;;16,26;;;;;;4,08;2,96;2,26;0,88;0,29;
mer. 03 juillet 2019 - 07:56;Sortie à vélo matinale;5,50;13m 51s;831;23,83;37,50;34,62;30,51;25,60;;;;;;;;;;;4,28;2,50;1,22;;;
ven. 28 juin 2019 - 18:14;Sortie à vélo le soir;5,59;13m 42s;822;24,49;36,00;33,96;33,33;25,90;;;;;;;;;;;2,96;2,08;1,75;0,51;;
ven. 28 juin 2019 - 08:03;Sortie à vélo matinale;5,52;15m 13s;913;21,77;34,62;30,51;27,07;23,41;;;;;;;;;;;4,24;2,64;1,22;;;
jeu. 27 juin 2019 - 17:51;Sortie à vélo l'après-midi;5,51;14m 09s;849;23,36;37,50;36,00;31,86;24,26;;;;;;;;;;;2,40;2,26;1,90;0,49;;
jeu. 27 juin 2019 - 08:03;Sortie à vélo matinale;5,52;14m 11s;851;23,34;36,00;32,14;28,57;25,17;;;;;;;;;;;4,12;2,66;1,19;;;
mer. 26 juin 2019 - 22:07;Sortie à vélo nocturne;6,07;17m 15s;1035;21,13;32,14;30,51;30,00;22,67;;;;;;;;;;;4,20;2,90;2,33;0,64;;
mer. 26 juin 2019 - 18:16;Sortie à vélo le soir;3,51;19m 55s;1195;10,57;42,86;37,50;28,57;;;;;;;;;;;;3,72;1,50;;;;
mer. 26 juin 2019 - 07:51;Sortie à vélo matinale;5,08;17m 45s;1065;17,16;28,13;26,09;22,64;19,46;;;;;;;;;;;4,20;2,64;1,20;;;
dim. 23 juin 2019 - 09:11;Sortie à vélo matinale;55,05;03h 24m 20s;12260;16,17;64,29;56,25;38,71;24,26;23,12;18,47;15,75;;21,73;19,07;17,04;15,52;;;9,44;5,72;3,32;1,09;0,37;0,26
dim. 16 juin 2019 - 09:53;Rennes - Mauron;66,72;02h 45m 04s;9904;24,25;45,00;40,00;38,30;32,03;28,75;27,49;25,65;;27,43;27,16;25,74;;;;6,44;4,32;2,89;0,82;0,45;0,26
sam. 15 juin 2019 - 09:09;Test du nouveau jouet;41,70;03h 10m 14s;11414;13,15;50,00;46,15;32,43;20,27;19,46;16,33;;;19,71;17,13;12,99;12,99;;;6,68;5,28;3,54;0,77;0,56;0,31
ven. 14 juin 2019 - 17:44;Sortie à vélo dans l'après-midi;5,50;13m 52s;832;23,78;40,91;38,30;34,62;25,50;;;;;;;;;;;4,32;3,06;2,35;0,51;;
ven. 14 juin 2019 - 07:50;Sortie à vélo matinale;5,54;15m 33s;933;21,38;34,62;31,58;27,27;23,11;;;;;;;;;;;4,20;2,64;1,21;;;
dim. 09 juin 2019 - 10:31;Sortie à vélo matinale;49,24;01h 59m 21s;7161;24,75;50,00;45,00;39,56;31,75;27,76;26,02;;;27,42;25,85;;;;;6,76;5,56;4,28;0,98;0,55;0,30
sam. 01 juin 2019 - 09:44;Sortie à vélo matinale;29,13;01h 45m 02s;6302;16,64;42,86;38,30;33,33;22,42;19,52;18,07;;;19,46;18,67;;;;;4,96;3,64;2,57;0,54;0,23;0,06
dim. 19 mai 2019 - 08:44;Erces pré Liffré avec Lucas et Clément;34,32;02h 52m 21s;10341;11,95;39,13;36,73;29,75;19,61;18,99;13,76;;;18,80;15,25;12,44;;;;7,32;5,68;2,98;0,87;0,46;0,19
ven. 17 mai 2019 - 09:09;Sortie à vélo matinale;4,92;16m 14s;974;18,17;28,13;26,09;25,00;;;;;;;;;;;;2,48;2,06;1,47;;;
ven. 17 mai 2019 - 08:05;Sortie à vélo matinale;4,92;13m 12s;792;22,36;33,33;30,51;26,28;;;;;;;;;;;;2,00;1,58;0,89;;;
jeu. 16 mai 2019 - 18:58;Sortie à vélo en soirée;5,55;16m 05s;965;20,69;32,14;30,51;29,27;22,30;;;;;;;;;;;2,40;2,28;1,84;0,51;;
jeu. 16 mai 2019 - 07:33;Sortie à vélo matinale;5,57;14m 10s;850;23,60;36,00;33,33;29,51;25,82;;;;;;;;;;;3,64;2,64;0,89;;;
mer. 15 mai 2019 - 18:14;Sortie à vélo en soirée;5,52;15m 50s;950;20,91;31,03;29,51;28,57;22,53;;;;;;;;;;;2,76;2,24;1,84;0,50;;
mer. 15 mai 2019 - 08:01;Sortie à vélo matinale;5,67;22m 22s;1342;15,22;37,50;34,62;30,51;16,41;;;;;;;;;;;4,24;2,64;1,22;;;
mar. 14 mai 2019 - 18:55;Sortie à vélo en soirée;5,53;16m 29s;989;20,12;34,62;31,03;26,47;21,30;;;;;;;;;;;2,76;2,24;1,83;0,51;;
mar. 14 mai 2019 - 07:46;Sortie à vélo matinale;5,53;13m 39s;819;24,29;37,50;34,62;31,58;26,67;;;;;;;;;;;4,72;2,64;1,21;;;
lun. 13 mai 2019 - 18:28;Sortie à vélo en soirée;5,52;16m 41s;1001;19,86;32,14;29,03;24,83;20,86;;;;;;;;;;;2,76;2,28;1,85;0,50;;
lun. 13 mai 2019 - 08:05;Sortie à vélo matinale;5,55;14m 15s;855;23,37;37,50;34,62;30,77;26,05;;;;;;;;;;;3,68;2,64;0,88;;;
dim. 12 mai 2019 - 09:37;Sortie à vélo matinale;35,64;02h 39m 37s;9577;13,40;47,37;37,50;25,71;20,36;18,00;13,24;;;17,84;15,04;12,98;;;;8,04;6,76;3,88;1,10;0,63;0,31
mar. 07 mai 2019 - 18:09;Sortie à vélo en soirée;5,58;14m 43s;883;22,76;37,50;35,29;33,96;23,84;;;;;;;;;;;2,92;2,08;1,75;0,51;;
mar. 07 mai 2019 - 08:17;Sortie à vélo matinale;5,62;14m 14s;854;23,70;40,91;36,73;31,58;25,79;;;;;;;;;;;4,20;2,64;1,21;;;
lun. 06 mai 2019 - 17:24;Sortie à vélo dans l'après-midi;5,51;14m 24s;864;22,97;39,13;36,73;33,33;24,19;;;;;;;;;;;2,36;2,26;1,83;0,51;;
lun. 06 mai 2019 - 08:29;Sortie à vélo matinale;5,52;14m 02s;842;23,59;36,00;33,33;30,51;26,28;;;;;;;;;;;3,56;2,34;0,89;;;
dim. 28 avril 2019 - 09:47;Sortie à vélo matinale;28,60;02h 44m 38s;9878;10,42;36,00;30,51;30,25;14,20;12,02;11,01;;;13,38;12,06;10,68;;;;7,48;4,56;3,56;0,71;0,56;0,15
dim. 21 avril 2019 - 09:22;Sortie à vélo matinale;54,37;02h 54m 06s;10446;18,74;37,50;30,51;28,35;26,71;25,99;20,64;18,56;;26,01;20,57;17,98;;;;9,96;8,62;6,78;1,38;0,84;0,41
jeu. 18 avril 2019 - 18:30;Sortie à vélo en soirée;5,55;15m 46s;946;21,13;30,00;29,51;27,48;22,11;;;;;;;;;;;2,36;2,22;1,81;0,51;;
jeu. 18 avril 2019 - 07:59;Sortie à vélo matinale;5,51;14m 40s;880;22,54;36,00;33,96;30,25;24,46;;;;;;;;;;;3,76;2,64;0,89;;;
lun. 25 mars 2019 - 18:37;Sortie à vélo le soir;5,48;16m 16s;976;20,21;31,03;29,03;27,48;20,88;;;;;;;;;;;4,24;2,94;2,32;0,51;;
lun. 25 mars 2019 - 12:19;Sortie à vélo le midi;3,19;09m 37s;577;19,93;45,00;37,50;29,75;;;;;;;;;;;;4,08;1,90;1,14;;;
lun. 25 mars 2019 - 08:03;Sortie à vélo matinale;5,58;16m 00s;960;20,94;36,00;32,73;27,91;23,78;;;;;;;;;;;3,40;2,64;0,89;;;
mer. 13 mars 2019 - 18:16;Activité;5,34;14m 33s;873;22,00;40,91;37,50;35,29;22,78;;;;;;;;;;;4,20;3,04;2,34;0,51;;
mer. 13 mars 2019 - 07:44;Sortie à vélo matinale;6,93;22m 05s;1325;18,83;30,00;29,03;27,91;22,44;;;;;;;;;;;3,56;2,64;0,89;;;
mar. 12 mars 2019 - 18:39;Sortie à vélo le soir;5,51;13m 50s;830;23,90;37,50;35,29;33,03;25,00;;;;;;;;;;;4,24;3,00;2,39;0,51;;
mar. 12 mars 2019 - 07:47;Sortie à vélo matinale;5,56;17m 06s;1026;19,50;29,03;26,87;24,32;20,91;;;;;;;;;;;3,52;2,64;0,95;;;
jeu. 07 mars 2019 - 17:37;Sortie à vélo l'après-midi;5,52;15m 10s;910;21,82;33,33;31,58;30,51;22,84;;;;;;;;;;;2,40;2,24;1,81;0,50;;
jeu. 07 mars 2019 - 07:55;Sortie à vélo matinale;5,60;16m 50s;1010;19,96;27,27;26,09;24,83;21,92;;;;;;;;;;;3,52;2,64;0,89;;;
dim. 18 novembre 2018 - 09:24;Sortie autour de Liffré;35,70;02h 21m 30s;8490;15,14;32,14;30,00;27,91;19,19;17,27;15,18;;;17,97;15,97;14,96;;;;8,08;7,22;3,82;1,04;0,62;0,18
dim. 04 novembre 2018 - 10:12;Au Boël avec Gabriel et Clément;26,83;02h 38m 25s;9505;10,16;52,94;45,00;23,68;15,94;12,62;11,49;;;13,63;12,42;11,06;;;;11,48;9,46;6,38;1,49;0,88;0,34
dim. 21 octobre 2018 - 08:54;Randonnée de Chasné-sur-Illet;43,62;02h 44m 47s;9887;15,88;33,33;29,03;27,07;21,18;18,55;17,29;;;18,51;16,94;16,17;;;;8,44;7,16;4,04;1,04;0,56;0,25
lun. 15 octobre 2018 - 17:26;Pour revenir du boulot;5,60;17m 01s;1021;19,76;32,14;30,51;28,80;21,87;;;;;;;;;;;4,16;2,86;2,20;0,51;;
dim. 14 octobre 2018 - 10:10;Sortie à vélo matinale;37,00;02h 34m 54s;9294;14,33;50,00;43,90;33,33;23,47;21,54;16,41;;;20,94;17,35;14,91;;;;9,52;6,02;2,96;0,75;0,37;0,17
mar. 02 octobre 2018 - 18:23;Pour revenir du boulot;5,55;13m 52s;832;24,01;36,00;33,96;32,14;25,28;;;;;;;;;;;3,20;1,96;1,73;0,45;;
mar. 02 octobre 2018 - 07:58;Pour aller au boulot;5,59;15m 15s;915;22,01;36,00;31,03;28,57;23,90;;;;;;;;;;;4,68;3,04;1,18;0,04;;
mar. 25 septembre 2018 - 08:07;Pour aller au boulot;5,64;14m 43s;883;23,01;36,00;33,33;30,77;26,01;;;;;;;;;;;4,80;2,98;1,18;0,04;;
dim. 23 septembre 2018 - 09:19;Yellow VTT;35,32;02h 22m 11s;8531;14,91;42,86;37,50;32,43;24,10;20,71;15,87;;;20,07;16,51;14,33;;;;8,92;7,82;3,75;0,92;0,49;0,30
mer. 19 septembre 2018 - 18:13;Pour revenir du boulot;5,39;12m 39s;759;25,57;39,13;37,50;34,29;26,59;;;;;;;;;;;3,16;2,12;1,48;0,44;;
mer. 19 septembre 2018 - 07:44;Pour aller au boulot;5,56;15m 56s;956;20,93;30,00;28,13;25,35;22,30;;;;;;;;;;;4,84;2,98;1,18;0,02;;
mar. 18 septembre 2018 - 18:13;Pour revenir du boulot;5,51;12m 51s;771;25,74;36,00;33,96;33,03;27,03;;;;;;;;;;;3,20;1,88;1,38;0,44;;
mar. 18 septembre 2018 - 07:51;Pour aller au boulot;5,54;14m 55s;895;22,29;32,14;29,51;27,91;24,23;;;;;;;;;;;4,84;2,98;1,14;0,02;;
lun. 17 septembre 2018 - 18:24;Pour revenir du boulot;5,51;13m 01s;781;25,39;34,62;33,33;32,43;26,95;;;;;;;;;;;3,16;2,14;1,48;0,44;;
lun. 17 septembre 2018 - 07:54;Pour aller au boulot;5,17;15m 08s;908;20,49;31,03;30,00;27,48;22,87;;;;;;;;;;;4,80;3,00;1,18;0,02;;
ven. 14 septembre 2018 - 17:55;Pour revenir du boulot;5,49;14m 51s;891;22,20;32,14;30,00;29,51;22,93;;;;;;;;;;;3,20;2,12;1,49;0,44;;
ven. 14 septembre 2018 - 07:46;Pour aller au boulot;5,73;17m 50s;1070;19,27;30,00;28,57;25,00;21,71;;;;;;;;;;;2,80;1,96;1,10;0,04;;
dim. 09 septembre 2018 - 07:33;Les Roch des Monts d’Arree;72,92;06h 41m 36s;24096;10,89;50,00;42,86;37,50;22,81;16,31;12,98;12,18;;17,60;14,90;12,63;12,58;12,13;11,31;11,80;9,70;7,12;2,52;1,93;0,89
mar. 04 septembre 2018 - 18:14;Retour boulot;5,59;16m 37s;997;20,20;29,03;29,03;27,48;21,53;;;;;;;;;;;3,20;1,98;1,50;0,43;;
mar. 04 septembre 2018 - 07:48;Pour aller au boulot (en mode je vais chercher le pain);5,68;21m 49s;1309;15,62;30,00;28,13;25,53;22,87;;;;;;;;;;;4,80;2,98;1,18;0,04;;
dim. 02 septembre 2018 - 08:30;Randonnée du Mesnil;43,79;03h 07m 50s;11270;13,99;36,00;33,33;27,07;21,23;16,48;14,86;;;16,37;15,07;14,45;13,97;;;10,40;7,00;5,01;0,95;0,27;0,11
dim. 26 août 2018 - 09:15;Autour de la Meziere;37,00;02h 36m 38s;9398;14,17;45,00;40,91;33,96;18,46;16,42;15,86;;;16,66;16,16;14,66;;;;8,56;7,20;4,10;1,16;0,58;0,21
mer. 15 août 2018 - 08:22;Morning Ride;41,03;03h 38m 01s;13081;11,29;56,25;50,00;33,96;18,16;16,41;14,55;;;17,69;15,46;12,39;11,36;;;11,92;9,52;5,30;1,24;0,63;0,24
mer. 08 août 2018 - 12:05;Sortie avec Fred;43,94;01h 37m 23s;5843;27,07;69,23;64,29;57,14;33,64;32,37;29,47;;;31,78;27,70;;;;;8,68;7,80;7,01;1,68;0,90;0,44
dim. 05 août 2018 - 08:49;Sortie avec Éric;32,73;02h 13m 37s;8017;14,70;33,33;32,14;29,03;20,25;16,48;15,77;;;17,25;16,28;14,65;;;;13,20;5,04;3,27;0,83;0,54;0,25
dim. 29 juillet 2018 - 09:45;Le tour de Mézières-sur-Couesnon;20,90;01h 52m 46s;6766;11,12;40,91;32,14;24,16;15,56;12,05;11,17;;;12,88;11,82;;;;;7,36;5,08;3,57;1,42;0,53;0,05
ven. 27 juillet 2018 - 12:01;Sortie le midi avec Fred et Arnaud;45,61;01h 42m 45s;6165;26,64;60,00;58,06;56,25;35,09;32,29;29,65;;;32,26;25,73;;;;;8,64;7,86;6,96;1,68;0,88;0,43
jeu. 19 juillet 2018 - 07:57;Porto Torres;32,65;02h 15m 50s;8150;14,42;50,00;47,37;43,37;30,15;17,69;14,72;;;18,89;15,83;14,89;;;;10,88;7,62;4,08;1,04;0,83;0,40
mar. 17 juillet 2018 - 06:58;Cea;33,54;02h 21m 16s;8476;14,25;50,00;45,00;33,03;19,57;18,56;15,31;;;19,00;16,11;14,63;;;;14,80;9,36;4,87;0,99;0,52;0,26
dim. 15 juillet 2018 - 07:50;Marina di Gairo;38,87;03h 24m 38s;12278;11,40;45,00;43,90;40,91;29,32;24,46;15,58;;;24,32;16,36;12,78;10,28;;;14,20;13,26;11,94;9,15;6,26;1,75
sam. 14 juillet 2018 - 07:35;Monte Arista;23,98;02h 44m 07s;9847;8,77;36,00;31,58;30,25;19,61;13,54;8,10;;;14,96;11,62;7,05;;;;24,88;18,92;17,77;6,38;3,13;0,05
jeu. 12 juillet 2018 - 07:05;Semaforo di Capo Sperone;32,31;02h 42m 30s;9750;11,93;50,00;42,86;33,96;19,89;16,51;13,27;;;17,28;15,59;12,73;;;;12,12;9,86;6,38;2,47;1,23;0,40
mar. 10 juillet 2018 - 08:17;Buggerru (Randonne Fail);22,13;03h 01m 14s;10874;7,33;47,37;41,86;35,64;28,57;9,90;6,86;;;15,26;9,94;7,66;7,30;;;19,88;12,14;11,29;8,19;5,02;0,02
dim. 08 juillet 2018 - 07:57;Cala Domestica;30,21;02h 31m 39s;9099;11,95;56,25;50,00;45,00;23,59;21,28;11,47;;;21,01;15,47;11,20;;;;25,44;15,08;12,49;3,58;1,29;0,93
sam. 07 juillet 2018 - 07:38;Spaggia du Scivu;44,13;03h 38m 44s;13124;12,11;52,94;51,43;48,65;31,69;29,20;14,75;;;25,92;16,56;14,65;12,10;;;11,52;9,64;7,85;5,97;4,65;2,03
mer. 04 juillet 2018 - 07:57;Cappo Caccia;27,97;02h 03m 35s;7415;13,58;52,94;50,00;48,00;26,39;18,32;15,27;;;18,72;14,10;13,66;;;;27,80;23,36;15,08;3,62;1,93;0,13
mar. 03 juillet 2018 - 07:38;Monte Doglia;32,72;02h 37m 12s;9432;12,49;52,94;45,00;39,13;23,59;20,11;11,32;;;20,12;14,94;11,92;;;;13,96;12,10;11,35;7,13;3,72;1,71
dim. 01 juillet 2018 - 07:58;Porto Ferro;21,46;01h 52m 51s;6771;11,41;29,03;26,47;22,93;18,61;13,64;11,97;;;15,73;12,41;;;;;6,76;4,52;2,20;1,03;0,41;0,04
sam. 30 juin 2018 - 07:59;Capo Caccia;29,11;01h 57m 14s;7034;14,90;45,00;43,90;41,38;24,39;20,74;15,39;;;20,59;15,68;;;;;43,64;25,78;14,17;3,57;1,86;0,19
dim. 24 juin 2018 - 08:33;Morning Ride;43,48;03h 08m 24s;11304;13,85;34,62;30,00;26,28;18,91;16,33;14,89;;;16,89;16,43;14,44;13,77;;;7,36;6,10;3,76;0,85;0,68;0,26
ven. 22 juin 2018 - 18:20;Pour rentrer du boulot;12,07;33m 29s;2009;21,63;34,62;33,33;31,03;23,44;22,40;;;;22,16;;;;;;5,88;4,44;3,16;0,84;0,37;
ven. 22 juin 2018 - 08:01;Pour aller au boulot;11,90;28m 52s;1732;24,73;45,00;41,86;39,13;27,99;26,16;;;;;;;;;;4,44;3,02;1,81;0,19;;
dim. 17 juin 2018 - 10:28;Sortie avec Didier (toujours en bleu);34,23;01h 18m 02s;4682;26,32;50,00;46,15;42,86;32,14;30,25;27,82;;;28,23;27,77;;;;;6,40;4,42;2,92;1,08;0,69;0,30
mer. 13 juin 2018 - 18:26;Retour du boulot;11,81;31m 41s;1901;22,37;36,00;33,96;32,73;25,35;23,27;;;;22,82;;;;;;5,92;4,46;3,17;0,84;0,38;
mer. 13 juin 2018 - 07:49;Pour aller au boulot;11,86;29m 01s;1741;24,53;39,13;36,00;35,29;26,43;25,55;;;;;;;;;;4,40;3,02;1,82;0,17;;
dim. 10 juin 2018 - 09:09;Randonnée Liffré;40,70;03h 40m 45s;13245;11,06;50,00;37,50;33,33;18,63;16,37;13,31;;;17,47;13,76;12,38;11,19;;;12,16;9,36;5,29;1,23;0,60;0,23
dim. 03 juin 2018 - 10:27;Sortie avec Didier (en bleu);37,71;01h 28m 54s;5334;25,45;56,25;47,37;42,35;31,36;28,59;27,50;;;27,82;27,20;;;;;5,16;4,08;2,84;1,08;0,47;0,29
sam. 02 juin 2018 - 10:11;Test de mon nouveau jouet;19,90;46m 10s;2770;25,87;47,37;46,15;38,30;28,21;27,17;;;;26,79;;;;;;5,56;3,10;2,40;1,06;0,45;
dim. 27 mai 2018 - 08:33;Morning Ride;41,45;03h 23m 54s;12234;12,20;40,91;34,62;31,30;26,20;18,12;12,81;;;19,19;14,79;11,84;11,93;;;13,16;8,32;4,03;1,10;0,57;0,39
mer. 23 mai 2018 - 18:10;Pour revenir du boulot;11,86;33m 48s;2028;21,05;37,50;29,51;27,91;22,96;21,73;;;;21,62;;;;;;5,92;4,46;3,16;0,84;0,38;
mer. 23 mai 2018 - 07:41;Pour aller au boulot;11,88;28m 38s;1718;24,89;45,00;41,86;36,73;27,03;25,88;;;;;;;;;;4,40;3,02;1,82;0,17;;
dim. 20 mai 2018 - 11:14;Lunch Ride;32,71;01h 59m 58s;7198;16,36;50,00;43,90;33,64;25,14;19,99;15,79;;;20,00;17,47;;;;;7,40;5,56;4,24;1,04;0,56;0,12
mar. 15 mai 2018 - 17:58;Retour du boulot;14,27;40m 46s;2446;21,00;32,14;31,03;30,25;24,49;22,74;;;;22,51;;;;;;5,88;4,44;3,16;0,84;0,38;
mar. 15 mai 2018 - 07:46;Pour aller au boulot;11,88;30m 57s;1857;23,03;42,86;40,00;32,43;25,57;24,00;;;;23,31;;;;;;4,36;3,02;1,83;0,18;;
dim. 06 mai 2018 - 08:34;Morning Ride;44,91;03h 10m 05s;11405;14,18;37,50;33,96;28,57;22,36;20,40;16,78;;;20,35;17,42;13,54;14,13;;;9,76;6,58;3,45;0,98;0,56;0,24
lun. 30 avril 2018 - 16:02;Balade au Dolmen du Grand Bouillac;32,33;03h 00m 37s;10837;10,74;39,13;36,00;33,96;16,45;16,01;11,17;;;15,44;13,43;11,01;10,75;;;7,40;3,90;1,66;0,50;0,25;0,09
dim. 22 avril 2018 - 10:36;Morning Ride : c’est pas encore sec ...;13,94;01h 36m 21s;5781;8,68;32,14;31,03;30,00;10,26;8,10;;;;10,11;8,22;;;;;6,12;4,60;3,46;0,56;0,12;
ven. 20 avril 2018 - 18:34;Pour revenir du boulot;12,05;30m 09s;1809;23,99;34,62;33,96;32,73;26,28;25,03;;;;24,10;;;;;;5,96;4,46;3,18;0,84;0,37;
ven. 20 avril 2018 - 07:52;Pour aller au boulot;11,85;27m 44s;1664;25,65;37,50;34,62;31,86;28,30;26,51;;;;;;;;;;4,36;3,02;1,85;0,17;;
mar. 17 avril 2018 - 18:32;Pour revenir du boulot;11,85;30m 21s;1821;23,42;37,50;34,62;32,43;24,76;24,16;;;;23,55;;;;;;5,92;4,44;3,17;0,84;0,37;
mar. 17 avril 2018 - 12:07;Lunch Ride;32,45;01h 25m 54s;5154;22,67;45,00;39,13;34,29;28,71;26,97;24,95;;;26,17;24,53;;;;;5,80;4,70;2,98;0,56;0,32;0,12
mar. 17 avril 2018 - 07:19;Pour aller au boulot;11,86;31m 36s;1896;22,53;36,00;33,96;29,51;25,39;23,18;;;;22,80;;;;;;4,36;3,02;1,85;0,17;;
dim. 28 janvier 2018 - 09:15;Morning Ride;30,47;02h 24m 17s;8657;12,67;32,14;30,00;28,35;16,74;15,04;12,55;;;15,60;14,02;12,41;;;;10,12;7,94;3,71;1,07;0,56;0,25
dim. 21 janvier 2018 - 11:15;Swamp;17,62;01h 32m 56s;5576;11,37;32,14;30,51;29,27;19,17;11,76;;;;14,90;11,27;;;;;5,40;3,44;3,17;0,82;0,53;
sam. 02 décembre 2017 - 10:12;VTT PACT;18,05;02h 25m 58s;8758;7,42;29,03;26,47;21,95;12,06;8,83;;;;10,91;9,07;7,22;;;;7,76;5,04;2,80;0,68;0,26;
dim. 19 novembre 2017 - 09:10;Morning Ride;26,81;02h 26m 20s;8780;10,99;39,13;31,03;26,28;15,20;13,75;10,96;;;13,98;13,16;10,64;;;;12,40;5,08;3,95;0,75;0,62;0,14
dim. 12 novembre 2017 - 10:16;Morning Ride;21,40;01h 39m 30s;5970;12,91;34,62;31,58;28,35;17,13;14,31;12,59;;;16,51;13,69;;;;;7,48;4,92;2,83;0,85;0,40;0,06
dim. 08 octobre 2017 - 10:06;Sortie VTT avec Eddy;26,95;02h 11m 48s;7908;12,27;37,50;34,62;31,86;16,44;15,73;12,94;;;15,73;13,79;11,95;;;;6,72;4,46;2,78;0,88;0,47;0,21
dim. 24 septembre 2017 - 11:01;Vetathlon des 3 clochers;18,23;01h 27m 42s;5262;12,47;34,62;31,03;26,87;16,56;12,82;;;;13,93;12,56;;;;;10,00;7,16;5,19;1,63;0,58;
mer. 20 septembre 2017 - 12:11;Sortie à vélo du midi;22,59;58m 07s;3487;23,33;37,50;33,96;32,43;28,99;24,93;24,28;;;24,20;;;;;;3,44;2,82;1,43;0,53;0,23;0,13
dim. 17 septembre 2017 - 10:25;Morning Ride;32,02;02h 26m 52s;8812;13,08;30,00;28,57;27,07;17,24;16,72;14,45;;;16,26;15,06;13,18;;;;6,40;4,82;3,85;0,75;0,55;0,31
dim. 10 septembre 2017 - 10:16;VTT forêt de Liffré;24,29;02h 01m 01s;7261;12,04;28,13;26,47;25,00;17,77;13,87;11,76;;;14,77;12,62;12,02;;;;7,52;4,28;2,74;0,92;0,36;0,12
lun. 28 août 2017 - 17:58;Retour du boulot;12,85;32m 33s;1953;23,69;34,62;33,33;30,51;25,46;24,29;;;;24,17;;;;;;5,88;4,44;3,16;0,84;0,38;
lun. 28 août 2017 - 08:00;Pour aller au boulot;11,14;27m 18s;1638;24,48;42,86;37,50;35,64;29,03;25,10;;;;;;;;;;4,52;3,02;1,83;0,08;;
dim. 20 août 2017 - 10:02;Thorigné - Illifaut;61,21;02h 40m 29s;9629;22,89;42,86;38,30;34,62;29,56;26,71;24,84;23,48;;25,92;24,58;23,56;;;;6,08;4,10;2,74;0,90;0,48;0,32
dim. 13 août 2017 - 14:10;LocalReporter;23,08;01h 54m 01s;6841;12,15;39,13;35,29;33,33;24,73;14,55;11,63;;;18,78;12,39;;;;;7,40;3,92;2,21;0,42;0,22;0,02
sam. 12 août 2017 - 14:38;LocalReporter;9,44;01h 00m 01s;3601;9,44;34,62;31,03;26,67;12,44;;;;;11,16;9,44;;;;;4,64;2,82;1,69;0,33;;
ven. 11 août 2017 - 17:46;Pour revenir du boulot;12,28;29m 32s;1772;24,95;40,91;37,50;36,36;28,04;25,88;;;;;;;;;;5,88;4,42;3,16;0,85;0,37;
ven. 11 août 2017 - 08:08;Pour aller au boulot;12,01;28m 41s;1721;25,12;45,00;40,00;33,64;27,86;26,95;;;;;;;;;;4,32;2,98;1,79;0,18;;
lun. 07 août 2017 - 17:47;Retour du boulot;11,96;30m 15s;1815;23,72;34,62;34,62;32,73;26,63;25,12;;;;23,87;;;;;;5,92;4,44;3,17;0,85;0,37;
lun. 07 août 2017 - 07:59;Trajet boulot;12,00;29m 25s;1765;24,49;45,00;45,00;41,38;29,61;25,73;;;;;;;;;;4,40;3,02;1,81;0,17;;
dim. 06 août 2017 - 16:53;Retour balade au Thabor avec Chrystele;8,71;38m 43s;2323;13,50;28,13;18,75;16,07;14,23;;;;;13,93;;;;;;4,72;3,38;1,59;0,53;;
dim. 06 août 2017 - 14:47;Promenade au Thabor avec Chrystele;8,64;35m 22s;2122;14,66;36,00;33,96;20,57;15,87;;;;;15,37;;;;;;3,08;1,80;1,13;;;
dim. 30 juillet 2017 - 09:02;Sortie à vélo à Tregastel;23,86;01h 16m 51s;4611;18,63;45,00;40,91;36,73;27,61;22,93;19,74;;;21,06;19,73;;;;;7,68;4,92;4,20;1,05;0,27;0,09
ven. 28 juillet 2017 - 17:44;Pour revenir du boulot;12,26;27m 53s;1673;26,38;45,00;43,90;41,38;30,15;28,02;;;;;;;;;;5,88;4,44;3,15;0,84;0,38;
ven. 28 juillet 2017 - 08:04;Pour aller au boulot;11,96;31m 30s;1890;22,78;45,00;40,91;35,64;26,05;23,83;;;;23,42;;;;;;4,44;3,04;1,82;0,18;;
mar. 25 juillet 2017 - 18:00;Pour revenir du boulot;12,70;33m 08s;1988;23,00;42,86;40,00;36,73;27,31;24,39;;;;24,33;;;;;;5,88;4,44;3,15;0,84;0,32;
mar. 25 juillet 2017 - 08:11;Pour aller au boulot;11,92;31m 33s;1893;22,66;40,91;35,29;30,00;25,28;24,19;;;;23,43;;;;;;4,36;3,02;1,83;0,18;;
dim. 23 juillet 2017 - 10:26;Sortie à vélo le long de la Loire;32,95;01h 27m 51s;5271;22,51;40,91;38,30;36,73;33,52;28,24;26,17;;;26,21;25,74;;;;;4,60;2,46;1,41;0,33;0,17;0,09
